SAMPID,SMATSSCR,SMCENTER,SMPTHNTS,SMRIN,SMTS,SMTSD,SMUBRID,SMTSISCH,SMTSPAX,SMNABTCH,SMNABTCHT,SMNABTCHD,SMGEBTCH,SMGEBTCHD,SMGEBTCHT,SMAFRZE,SMGTC,SME2MPRT,SMCHMPRS,SMNTRART,SMNUMGPS,SMMAPRT,SMEXNCRT,SM550NRM,SMGNSDTC,SMUNMPRT,SM350NRM,SMRDLGTH,SMMNCPB,SME1MMRT,SMSFLGTH,SMESTLBS,SMMPPD,SMNTERRT,SMRRNANM,SMRDTTL,SMVQCFL,SMMNCV,SMTRSCPT,SMMPPDPR,SMCGLGTH,SMGAPPCT,SMUNPDRD,SMNTRNRT,SMMPUNRT,SMEXPEFF,SMMPPDUN,SME2MMRT,SME2ANTI,SMALTALG,SME2SNSE,SMMFLGTH,SME1ANTI,SMSPLTRD,SMBSMMRT,SME1SNSE,SME1PCTS,SMRRNART,SME1MPRT,SMNUM5CD,SMDPMPRT,SME2PCTS
GTEX-111FC-0426-SM-5N9CV,1,B1,"2 pieces, medial calcific sclerosis (Monckeberg's sclerosis), both sections",7.8,Blood Vessel,Artery - Tibial,7610,1046,862,BP-45139,RNA Extraction from Paxgene-derived Lysate Plate Based,10/28/2013,LCSET-4904,03/22/2014,TruSeq.v1,RNASEQ,,0.98980373,0,0.9726003,,0.9914806,0.83249015,,20778,1,,76,,0.002737469,153,0,70177373,0.026942158,209534,70780382,3154260,,20789,34905757,,,0,0.14011012,0.9914806,0.8253978,70177373,0.003260986,15174521,4426017,15169690,154,15143793,14800325,0.002998785,15306059,50.26645,0.00296034,0.9931573,,0,49.992035
GTEX-111FC-0526-SM-5GZZ8,1,B1,"2 pieces, includes 10-20% predominantly internal adipose tissue",7.2,Nerve,Nerve - Tibial,1323,1050,858,BP-43507,RNA Extraction from Paxgene-derived Lysate Plate Based,09/12/2013,LCSET-4804,03/05/2014,TruSeq.v1,RNASEQ,,0.9842962,0,0.96107686,,0.9886004,0.74511445,,23480,1,,76,,0.002338434,164,0,71536218,0.038615573,221404,72361106,8973334,,23516,35464528,,,0,0.2159624,0.9886004,0.7366204,71536218,0.003667242,15670398,5785918,15767744,160,15850564,11089865,0.002999946,15873675,50.036427,0.00305971,0.9929047,,0,50.154823
GTEX-111FC-0626-SM-5N9CU,1,B1,"2 pieces, includes up to ~10% internal adipose tissue",7.3,Heart,Heart - Atrial Appendage,6631,1054,852,BP-45139,RNA Extraction from Paxgene-derived Lysate Plate Based,10/28/2013,LCSET-4904,03/22/2014,TruSeq.v1,RNASEQ,,0.9899839,0,0.96792233,,0.9918916,0.78869283,,21953,1,,76,,0.002828859,136,0,63345236,0.031791214,1014640,63863060,3073934,,21974,31509006,,,0,0.17922951,0.9918916,0.7822978,63345236,0.003311075,13772534,5832438,13809398,142,13808811,10456951,0.003069504,13879578,50.127792,0.015887745,0.9937993,,0,50.066826
GTEX-111FC-0826-SM-5GZWO,1,B1,"2 pieces, small attachment of fat, vessel, and nerve",7,Heart,Heart - Left Ventricle,6566,1060,849,BP-43693,RNA Extraction from Paxgene-derived Lysate Plate Based,09/17/2013,LCSET-4804,03/05/2014,TruSeq.v1,RNASEQ,,0.9848962,0,0.9766374,,0.9899006,0.8208564,,21667,1,,76,,0.002334076,206,0,79088268,0.023173448,2706260,79895164,10269048,,21686,39223418,,,0,0.15578109,0.9899006,0.81256616,79088268,0.004006113,17503211,12999635,17381872,224,17554614,10281217,0.003165868,17681873,50.180573,0.033872638,0.9949048,,0,49.826088
GTEX-111FC-1026-SM-5GZX1,2,B1,"2 pieces, moderate autolysis",5.9,Thyroid,Thyroid,2046,1078,832,BP-43693,RNA Extraction from Paxgene-derived Lysate Plate Based,09/17/2013,LCSET-4804,03/05/2014,TruSeq.v1,RNASEQ,,0.9837679,0,0.9616308,,0.9886602,0.79718214,,23416,1,,76,,0.002238714,159,0,73495644,0.03806691,358873,74338634,9723384,,23439,36442115,,,0,0.1644486,0.9886602,0.7881423,73495644,0.003766978,15978102,7250060,16021972,172,16123490,12575787,0.002999065,16205443,50.126747,0.004827544,0.99355245,,0,50.06855
GTEX-111FC-1126-SM-5GZWU,1,B1,"2 pieces, one piece includes large vessel and focus of cartilage, congestion",7.2,Lung,Lung,8952,1080,830,BP-43507,RNA Extraction from Paxgene-derived Lysate Plate Based,09/12/2013,LCSET-4804,03/05/2014,TruSeq.v1,RNASEQ,,0.98210096,0,0.9710662,,0.9869046,0.74525595,,23735,1,,76,,0.002575264,153,0,70223716,0.028426368,379861,71155518,8357846,,23763,34773442,,,0,0.22581023,0.9869046,0.7354966,70223716,0.004059988,15633587,12160432,15686555,163,15796196,10251928,0.003314012,15843341,50.074505,0.005338462,0.9917084,,0,50.08456
GTEX-111FC-1326-SM-5N9D9,2,B1,"2 pieces, marked congestion/autolysis",5.7,Spleen,Spleen,2106,1100,811,BP-43989,RNA Extraction from Paxgene-derived Lysate Plate Based,09/26/2013,LCSET-4904,03/22/2014,TruSeq.v1,RNASEQ,,0.98216325,0,0.9085835,,0.9845245,0.70452595,,23877,1,,76,,0.003227739,164,0,85304460,0.09115832,1106960,86645346,4304458,,23912,42345050,,,0,0.2040576,0.9845245,0.69362307,85304460,0.003796166,17649519,13129190,17697479,191,17684797,10430116,0.003511271,17838476,50.21631,0.012775758,0.98688567,,0,50.06784
GTEX-111FC-1426-SM-5N9C7,1,B1,"1 piece, adipose tissue (not pancreas as initially designated)",5.8,Adipose Tissue,Adipose - Subcutaneous,2190,1104,807,BP-45782,RNA Extraction from Paxgene-derived Lysate Plate Based,11/14/2013,LCSET-4904,03/22/2014,TruSeq.v1,EXCLUDE,,0.98730534,0,0.9710384,,0.9891725,0.8156119,,22898,1,,76,,0.002893597,216,0,86126815,0.028685793,651578,87069560,4257454,,22916,42814020,,,0,0.15542656,0.9891725,0.8067809,86126815,0.003397918,19037037,7405528,19019617,227,19008865,14322277,0.003145282,19190057,50.237167,0.007483419,0.9910397,,0,49.977108
GTEX-111FC-1926-SM-5GZYC,2,B1,"2 pieces, active spermatogenesis",5.9,Testis,Testis,473,1116,796,BP-43529,RNA Extraction from Paxgene-derived Lysate Plate Based,09/13/2013,LCSET-4804,03/05/2014,TruSeq.v1,RNASEQ,,0.9845038,0,0.91871405,,0.988349,0.7079802,,32345,1,,76,,0.002456357,168,0,85725693,0.08094623,1056622,86736260,10242932,,32398,42529973,,,0,0.2107338,0.988349,0.6997316,85725693,0.003639291,17561226,11704057,17534103,185,17632219,12090126,0.003045523,17750688,50.167408,0.01218201,0.9921943,,0,49.961365
GTEX-111FC-2026-SM-5GZYO,2,B1,"2 pieces, glands largely sloughed, focal chronic inflammation",5.8,Prostate,Prostate,2367,1121,792,BP-43529,RNA Extraction from Paxgene-derived Lysate Plate Based,09/13/2013,LCSET-4804,03/05/2014,TruSeq.v1,RNASEQ,,0.9793193,0,0.95620704,,0.98539156,0.7564082,,24442,1,,76,,0.002451849,158,0,74005860,0.043534975,1166026,75102996,9300958,,24465,36597343,,,0,0.19979884,0.98539156,0.7453583,74005860,0.00418718,16073109,7871177,16125628,181,16218587,9403000,0.003314167,16393277,50.267834,0.015525693,0.9914641,,0,50.08156
GTEX-111FC-2526-SM-5GZXU,1,B1,"6 pieces, includes up to 50% predominantly attached adipose tissue, dermatophytes identified, fibroepithelial polyp",7,Skin,Skin - Not Sun Exposed (Suprapubic),36149,1135,781,BP-43507,RNA Extraction from Paxgene-derived Lysate Plate Based,09/12/2013,LCSET-4804,03/05/2014,TruSeq.v1,RNASEQ,,0.9834616,0,0.96689135,,0.98769444,0.74321276,,23984,1,,76,,0.002455577,136,0,65519385,0.03289492,452025,66335678,8714966,,24010,32483163,,,0,0.22367854,0.98769444,0.73406714,65519385,0.003764912,14399609,6985805,14497411,147,14561250,9465862,0.003107438,14590631,50.050392,0.006814206,0.9919274,,0,50.169224
GTEX-111FC-2926-SM-5GZY7,1,B1,"3 pieces, excellent specimen, does include smaller piece of lip, but good composite representation of salivary glands",8.1,Salivary Gland,Minor Salivary Gland,6330,1143,772,BP-43507,RNA Extraction from Paxgene-derived Lysate Plate Based,09/12/2013,LCSET-4804,03/05/2014,TruSeq.v1,RNASEQ,,0.98249996,2,0.97045606,,0.98638916,0.7940505,,22577,1,,76,,0.002509754,239,0,66350541,0.028766157,166583,67266088,8127406,,22593,32887113,,,0,0.1764056,0.98638916,0.7832428,66350541,0.003885166,14958807,15389319,14975353,170,15065709,11766028,0.003194748,15114450,50.08075,0.002476478,0.99027836,,0,50.027637
GTEX-111FC-3026-SM-5GZYJ,3,B1,"2 pieces, marked autolysis, clacified debris/fibrous tissue",6.4,Pituitary,Pituitary,7,1221,696,BP-43507,RNA Extraction from Paxgene-derived Lysate Plate Based,09/12/2013,LCSET-4804,03/05/2014,TruSeq.v1,EXCLUDE,,0.9822667,0,0.96057457,,0.9875906,0.82744193,,23435,1,,76,,0.002285416,177,0,68849805,0.039116215,1587464,69714924,8744880,,23447,34104493,,,0,0.13313265,0.9875906,0.8171739,68849805,0.003718213,15132884,5646144,15276921,190,15290909,9545591,0.002997953,15463321,50.280308,0.02277079,0.9929143,,0,50.23683
GTEX-111FC-3126-SM-5GZZ2,1,B1,2 pieces,6.1,Brain,Brain - Cortex,1870,1221,697,BP-43693,RNA Extraction from Paxgene-derived Lysate Plate Based,09/17/2013,LCSET-4804,03/05/2014,TruSeq.v1,RNASEQ,,0.9863929,0,0.95858794,,0.99044186,0.8025251,,24076,1,,76,,0.0023158,274,0,90442606,0.041074544,3322723,91315418,10370708,,24104,44876327,,,0,0.15606284,0.99044186,0.79485446,90442606,0.003646278,19831403,9389279,19813870,323,19765590,10772497,0.002978319,20207038,50.552185,0.036387317,0.99449074,,0,49.97789
GTEX-111FC-3326-SM-5GZYV,2,B1,2 pieces,7.1,Brain,Brain - Cerebellum,2037,1221,697,BP-43507,RNA Extraction from Paxgene-derived Lysate Plate Based,09/12/2013,LCSET-4804,03/05/2014,TruSeq.v1,RNASEQ,,0.98360574,0,0.94231343,,0.98807186,0.7294356,,23225,1,,76,,0.002560961,136,0,71205240,0.057313617,1157836,72064842,9243128,,23249,35288762,,,0,0.21287784,0.98807186,0.72073483,71205240,0.003855488,15323001,7497002,15403927,162,15496173,8844384,0.003205298,15519027,50.036842,0.016066587,0.9925379,,0,50.131687
GTEX-111VG-0004-SM-58Q85,,B1,,,Blood,Whole Blood,13756,893,,BP-38781,DNA isolation_Whole Blood_QIAGEN Puregene (Manual),05/08/2013,LCSET-4574,01/19/2014,Standard Exome Sequencing v3 (ICE),WES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GTEX-111VG-0004-SM-5DWSX,,B1,,,Blood,Whole Blood,13756,893,,BP-38781,DNA isolation_Whole Blood_QIAGEN Puregene (Manual),5/8/2013,GTEx_OM25_Dec_01,01/29/2014,Illumina OMNI SNP Array,OMNI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GTEX-111VG-0004-SM-6WBTS,,B1,,,Blood,Whole Blood,13756,893,,not reported,DNA isolation_Whole Blood_QIAGEN Puregene (Manual),not reported,LCSET-6056,8/11/2014,Standard High Coverage Whole Genome Sequencing (30x) v2 (HiSeqX),WGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GTEX-111VG-0008-SM-5Q5BG,,B1,,9.2,Skin,Cells - Transformed fibroblasts,EFO_0002009,1084,,BP-39935,RNA isolation_Trizol Manual (Cell Pellet),06/14/2013,LCSET-4952,03/29/2014,TruSeq.v1,RNASEQ,,0.9892341,0,0.9732621,,0.99209225,0.8677623,,18543,1,,76,,0.001548652,133,0,57785621,0.026412454,180871,58246218,4604386,,18550,28741458,,,0,0.10549971,0.99209225,0.8609003,57785621,0.002380848,13011727,4701601,12994535,128,13036681,15390429,0.001963551,13124850,50.168507,0.003105283,0.9949504,,0,49.966946
GTEX-111VG-0326-SM-5GZX7,1,B1,2 pieces; 1 has 20% fat,6.4,Heart,Heart - Atrial Appendage,6631,1006,951,BP-43507,RNA Extraction from Paxgene-derived Lysate Plate Based,09/12/2013,LCSET-4804,03/05/2014,TruSeq.v1,RNASEQ,,0.98526555,0,0.97722745,,0.9898318,0.81535417,,21809,1,,76,,0.002608745,203,0,77207064,0.022565786,2387898,78000184,9067188,,21823,38299402,,,0,0.16187327,0.9898318,0.80706346,77207064,0.003974296,17067762,14433894,16892107,226,17014410,8657164,0.003288371,17248426,50.341503,0.030614005,0.99439806,,0,49.741383
GTEX-111VG-0526-SM-5N9BW,2,B1,2 pieces; Hashimoto thyroiditis with moderate fibrosis; each has 20% peripheral fat,5.8,Thyroid,Thyroid,2046,1014,943,BP-43989,RNA Extraction from Paxgene-derived Lysate Plate Based,09/26/2013,LCSET-4904,03/22/2014,TruSeq.v1,RNASEQ,,0.9844258,0,0.95180666,,0.98636335,0.72526515,,24172,1,,76,,0.003264997,156,0,75454105,0.04789298,968479,76497272,3827782,,24202,37492313,,,0,0.22654153,0.98636335,0.71537495,75454105,0.003837506,16433305,7295852,16443349,178,16409624,8120982,0.003550689,16595969,50.282295,0.012660308,0.98830086,,0,50.015274
GTEX-111VG-0726-SM-5GIDC,2,B1,"2 pieces; chronic passive congestion with fibrosis, emphysema; foreign body giant cells consistent with aspiration",5.9,Lung,Lung,8952,1017,940,BP-44261,RNA Extraction from Paxgene-derived Lysate Plate Based,10/03/2013,LCSET-5161,03/16/2014,TruSeq.v1,RNASEQ,,0.97451526,0,0.96655846,,0.98131835,0.7098103,,24974,1,,76,,0.004625571,197,0,102710031,0.033027884,363649,104665354,9667130,,25019,50724798,,,0,0.25674817,0.98131835,0.6965499,102710031,0.005874689,22453992,8017165,22558566,209,22786635,14479462,0.005245801,22884928,50.10761,0.003474397,0.98812145,,0,50.11616
GTEX-111VG-1626-SM-5EGIO,1,B1,6 pieces; well trimmed,6.8,Skin,Skin - Not Sun Exposed (Suprapubic),36149,1046,911,BP-43529,RNA Extraction from Paxgene-derived Lysate Plate Based,09/13/2013,LCSET-4764,02/08/2014,TruSeq.v1,RNASEQ,,0.9825373,0,0.9721233,,0.9878573,0.79980934,,21583,1,,76,,0.002561178,182,0,64120034,0.027623925,269632,64908192,9361984,,21601,31807376,,,0,0.172314,0.9878573,0.7900975,64120034,0.005823922,13969011,7137292,13959735,149,14066815,10607412,0.004183764,14172192,50.18658,0.004154052,0.9931774,,0,49.983395
GTEX-111VG-1926-SM-5GIDO,1,B1,2 pieces; Leydig cell hyperplasia,5.8,Testis,Testis,473,1061,896,BP-44261,RNA Extraction from Paxgene-derived Lysate Plate Based,10/03/2013,LCSET-4796,02/27/2014,TruSeq.v1,RNASEQ,,0.98490477,0,0.9092742,,0.9881967,0.70235735,,31019,1,,76,,0.002912752,118,0,61047162,0.09031668,496708,61776328,7434178,,31059,30322650,,,0,0.20691688,0.9881967,0.6940672,61047162,0.003580459,12325393,7836880,12354129,116,12427128,9895073,0.003245493,12425956,49.997643,0.008040426,0.99148864,,0,50.058216
GTEX-111VG-2226-SM-5N9DU,3,B1,"6 pieces; mucosa=3, muscle=1",5.7,Colon,Colon - Transverse,1157,1064,893,BP-43989,RNA Extraction from Paxgene-derived Lysate Plate Based,09/26/2013,LCSET-4904,03/22/2014,TruSeq.v1,RNASEQ,,0.98500514,0,0.9689019,,0.98698896,0.8167871,,22850,1,,76,,0.003056239,166,0,74997974,0.030746136,1612886,75986642,3541852,,22867,37274252,,,0,0.15211472,0.98698896,0.80615985,74997974,0.003610336,16499611,6391575,16497163,199,16485112,10222146,0.003332731,16643727,50.23939,0.021225916,0.98897266,,0,49.996292
GTEX-111VG-2326-SM-5N9BK,1,B1,2 pieces,7.7,Adipose Tissue,Adipose - Subcutaneous,2190,1083,874,BP-43989,RNA Extraction from Paxgene-derived Lysate Plate Based,09/26/2013,LCSET-4904,03/22/2014,TruSeq.v1,RNASEQ,,0.98838896,0,0.9713587,,0.9904315,0.7787186,,23361,1,,76,,0.003067003,173,0,85241999,0.028334858,325418,86065522,4351762,,23390,42381851,,,0,0.1926402,0.9904315,0.77126735,85241999,0.003627725,18811839,6489495,18939132,197,18919583,14643307,0.003346786,18988974,50.091526,0.00378105,0.992474,,0,50.168594
GTEX-111VG-2426-SM-5GZXD,1,B1,6 pieces; well trimmed,7.4,Skin,Skin - Sun Exposed (Lower leg),4264,1084,873,BP-43693,RNA Extraction from Paxgene-derived Lysate Plate Based,09/17/2013,LCSET-4804,03/05/2014,TruSeq.v1,RNASEQ,,0.9866159,0,0.9705101,,0.9903366,0.7858435,,23133,1,,76,,0.002364843,210,0,74141999,0.029239742,406150,74865454,9591600,,23159,36816211,,,0,0.18466654,0.9903366,0.77824956,74141999,0.003572229,16133566,7000545,16222671,175,16285141,12406982,0.002966268,16324685,50.06063,0.005425065,0.9940573,,0,50.137695
GTEX-111VG-2526-SM-5GZXP,1,B1,"4 pieces: 2 are fat free, 2 with 30-40% fat",6.9,Nerve,Nerve - Tibial,1323,1087,870,BP-43693,RNA Extraction from Paxgene-derived Lysate Plate Based,09/17/2013,LCSET-4804,03/05/2014,TruSeq.v1,RNASEQ,,0.9864419,0,0.9665871,,0.9903167,0.7713218,,23154,1,,76,,0.0023772,165,0,69008201,0.033091284,247537,69682960,8701422,,23181,34256107,,,0,0.19526532,0.9903167,0.76385283,69008201,0.003663647,15220292,5506245,15292759,157,15349129,11631801,0.003017907,15410381,50.099564,0.003552332,0.9941915,,0,50.118748
GTEX-111VG-2626-SM-5GZY2,1,B1,2 pieces; 1 with 10% peripheral fat,8.1,Muscle,Muscle - Skeletal,11907,1088,869,BP-43693,RNA Extraction from Paxgene-derived Lysate Plate Based,09/17/2013,LCSET-4804,03/05/2014,TruSeq.v1,RNASEQ,,0.989409,0,0.9811451,,0.99256736,0.8821513,,19809,1,,76,,0.002081695,212,0,82694175,0.018531475,524996,83313414,11101848,,19815,41115734,,,0,0.09899377,0.99256736,0.87559456,82694175,0.00293647,17816257,7589632,17685866,209,17747879,19514455,0.002507723,17990073,50.338844,0.006301458,0.9957255,,0,49.81636
GTEX-111YS-0004-SM-58Q7Y,,B1,,,Blood,Whole Blood,13756,-121,,BP-38789,DNA isolation_Whole Blood_QIAGEN Puregene (Manual),05/08/2013,LCSET-4574,01/19/2014,Standard Exome Sequencing v3 (ICE),WES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GTEX-111YS-0004-SM-5DWSS,,B1,,,Blood,Whole Blood,13756,-121,,BP-38789,DNA isolation_Whole Blood_QIAGEN Puregene (Manual),5/8/2013,GTEx_OM25_Dec_01,01/28/2014,Illumina OMNI SNP Array,OMNI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GTEX-111YS-0004-SM-6WBTN,,B1,,,Blood,Whole Blood,13756,-121,,BP-39384,Transfer To Matrix (Manual),05/24/2013,LCSET-6056,8/11/2014,Standard High Coverage Whole Genome Sequencing (30x) v2 (HiSeqX),WGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GTEX-111YS-0006-SM-5NQBE,,B1,,8.2,Blood,Whole Blood,13756,-121,,BP-38780,RNA isolation_PAXgene Blood RNA (Manual),05/08/2013,LCSET-4907,03/21/2014,TruSeq.v1,RNASEQ,,0.9795997,0,0.959621,,0.98368055,0.80456465,,17840,1,,76,,0.002736442,129,0,79270327,0.039263066,223472,80585440,11143914,,17844,39338696,,,0,0.15505634,0.98368055,0.7914346,79270327,0.00587706,17551620,59919679,17799250,147,17885725,18017021,0.004300237,17773172,49.842182,0.002773106,0.9877614,,0,50.350243
GTEX-111YS-0008-SM-5Q5BH,,B1,,10,Skin,Cells - Transformed fibroblasts,EFO_0002009,299,,BP-39935,RNA isolation_Trizol Manual (Cell Pellet),06/14/2013,LCSET-4952,03/29/2014,TruSeq.v1,RNASEQ,,0.9858042,0,0.97109115,,0.99087286,0.8575562,,19763,1,,76,,0.001529208,149,0,70378515,0.02855363,258098,71026786,5038834,,19770,34917865,,,0,0.113534965,0.99087286,0.8497292,70378515,0.002571774,15656897,6098999,15685819,149,15795902,18589539,0.002047824,15888028,50.145382,0.003633812,0.9959416,,0,50.04614
GTEX-111YS-0126-SM-5987T,1,B1,3 fragmented pieces; up to 2.5mm external fat on 2 of the 3 pieces,8.1,Adrenal Gland,Adrenal Gland,2369,101,788,BP-44577,RNA Extraction from Paxgene-derived Lysate Plate Based,10/11/2013,LCSET-4417,01/23/2014,TruSeq.v1,RNASEQ,,0.98338103,0,0.97553825,,0.98915386,0.8258551,,21276,1,,76,,0.002773843,156,0,71620724,0.02418257,1386195,72406052,15850376,,21292,35521100,,,0,0.14968316,0.98915386,0.81689775,71620724,0.00647477,15948450,10634241,15565789,173,15662600,10388292,0.004613507,16202881,50.847755,0.01914474,0.99492675,,0,49.392876
GTEX-111YS-0326-SM-5GZZ3,1,B1,"2 pieces, 1 with 50% external fat; hypertrophied myofibers",8.5,Heart,Heart - Atrial Appendage,6631,120,769,BP-43693,RNA Extraction from Paxgene-derived Lysate Plate Based,09/17/2013,LCSET-4804,03/05/2014,TruSeq.v1,RNASEQ,,0.98307645,0,0.979239,,0.9874993,0.83227146,,20249,1,,76,,0.002196233,176,0,72023832,0.020472238,1657217,72935576,8402920,,20261,35693969,,,0,0.14696749,0.9874993,0.8218675,72023832,0.003793711,15306724,17892657,15337805,190,15223250,11380928,0.002991395,15697698,50.767197,0.022721656,0.9919222,,0,50.050713
GTEX-111YS-0426-SM-5987O,1,B1,2 small irregular pieces (3x4 & 9x4mm),8,Heart,Heart - Left Ventricle,6566,124,765,BP-44577,RNA Extraction from Paxgene-derived Lysate Plate Based,10/11/2013,LCSET-4417,01/23/2014,TruSeq.v1,RNASEQ,,0.9855508,0,0.9821703,,0.9899364,0.8458762,,19712,1,,76,,0.002681141,204,0,79716814,0.017597906,1616811,80527210,14311714,,19722,39590295,,,0,0.13629408,0.9899364,0.83736366,79716814,0.005740236,17731507,22167500,16992562,247,16980247,11173300,0.004203912,17991501,51.445812,0.020077823,0.99432194,,0,48.935978
GTEX-111YS-0526-SM-5GZXJ,1,B1,6 pieces; up to 0.7mm adventitial fat,7.9,Blood Vessel,Artery - Aorta,1496,128,761,BP-43507,RNA Extraction from Paxgene-derived Lysate Plate Based,09/12/2013,LCSET-4804,03/05/2014,TruSeq.v1,RNASEQ,,0.98075795,0,0.96517354,,0.98613834,0.84108925,,20332,1,,76,,0.002136814,142,0,62101451,0.03441224,133520,62974380,7972736,,20340,30744270,,,0,0.12408425,0.98613834,0.8294304,62101451,0.003861914,13341758,4908488,13407831,149,13476182,12313300,0.002994658,13583391,50.198097,0.002120227,0.9915188,,0,50.123505
GTEX-111YS-0626-SM-5GZXV,1,B1,"2 small, irregular, fragmented pieces (7x5 & 5x5mm)",8.1,Lung,Lung,8952,133,756,BP-43507,RNA Extraction from Paxgene-derived Lysate Plate Based,09/12/2013,LCSET-4804,03/05/2014,TruSeq.v1,RNASEQ,,0.9867295,0,0.9717333,,0.9902398,0.8161982,,22903,1,,76,,0.002276113,166,0,78233664,0.027834948,299306,79004766,10445566,,22929,38853462,,,0,0.15553504,0.9902398,0.80823195,78233664,0.003264791,17326135,5858682,17392531,202,17457473,14295733,0.002768699,17519288,50.088367,0.003788455,0.99375004,,0,50.095627
GTEX-111YS-0726-SM-5GZY8,1,B1,"3 small, irregular, fragmented pieces; nodular; smallest piece is largely fat and fibrous stroma",6.4,Thyroid,Thyroid,2046,137,752,BP-43507,RNA Extraction from Paxgene-derived Lysate Plate Based,09/12/2013,LCSET-4804,03/05/2014,TruSeq.v1,RNASEQ,,0.984084,0,0.9643531,,0.9888613,0.7442701,,23180,1,,76,,0.002287431,142,0,68924571,0.03538448,322372,69700940,9280328,,23211,34173389,,,0,0.22008298,0.9888613,0.7359799,68924571,0.003600897,14995094,6113769,15084533,155,15151081,9972325,0.002940991,15230227,50.130257,0.004625074,0.99363875,,0,50.148666
GTEX-111YS-0826-SM-5GZYK,1,B1,6 pieces; all muscularis,7.9,Esophagus,Esophagus - Gastroesophageal Junction,4550,143,746,BP-43507,RNA Extraction from Paxgene-derived Lysate Plate Based,09/12/2013,LCSET-4804,03/05/2014,TruSeq.v1,RNASEQ,,0.9863317,0,0.9754454,,0.9905023,0.8229429,,21235,1,,76,,0.002184911,142,0,66701109,0.024236374,463252,67340684,8444518,,21251,33107023,,,0,0.15250243,0.9905023,0.8151269,66701109,0.003320172,14523805,6312626,14578222,162,14605111,11478665,0.002750152,14756804,50.258312,0.006879229,0.99467295,,0,50.09349
GTEX-111YS-0926-SM-5EGGI,1,B1,"6 pieces, all mucosa",9.7,Esophagus,Esophagus - Mucosa,6920,147,742,BP-44460,RNA Extraction from Paxgene-derived Lysate Plate Based,10/08/2013,LCSET-4764,02/08/2014,TruSeq.v1,RNASEQ,,0.980343,0,0.97564405,,0.9861063,0.8384244,,21418,1,,76,,0.002384694,149,0,67824783,0.023950184,231698,68780396,10728078,,21433,33622938,,,0,0.13721965,0.9861063,0.82677555,67824783,0.005340435,15299426,10338510,15352545,148,15498271,14409194,0.003853927,15526465,50.04544,0.003368663,0.99186957,,0,50.086647
GTEX-111YS-1026-SM-5GZYE,1,B1,6 small pieces of muscularis,8.5,Esophagus,Esophagus - Muscularis,4648,148,741,BP-43693,RNA Extraction from Paxgene-derived Lysate Plate Based,09/17/2013,LCSET-4804,03/05/2014,TruSeq.v1,RNASEQ,,0.9888681,0,0.97622204,,0.99199045,0.8363971,,20758,1,,76,,0.002112676,220,0,76404223,0.023416938,536015,77021130,9520560,,20771,37969468,,,0,0.13982494,0.99199045,0.82969797,76404223,0.003087808,16565825,6758275,16608671,209,16626342,13741100,0.002598707,16768255,50.21248,0.006959324,0.99511284,,0,50.064575
GTEX-111YS-1126-SM-5GZYQ,1,B1,"6 pieces, well preserved mucosa and muscularis",6.4,Stomach,Stomach,945,151,738,BP-43693,RNA Extraction from Paxgene-derived Lysate Plate Based,09/17/2013,LCSET-4804,03/05/2014,TruSeq.v1,RNASEQ,,0.98211455,0,0.9791795,,0.98624706,0.8254582,,20909,1,,76,,0.002168409,120,0,63702050,0.020490315,714658,64590356,7802728,,20921,31612718,,,0,0.15372124,0.98624706,0.81410575,63702050,0.003713165,14587865,55057356,14606164,134,14635308,14246737,0.00293755,14811903,50.299847,0.011064469,0.9903796,,0,50.031345
GTEX-111YS-1226-SM-5EGGJ,1,B1,2 somewhat fragmented pieces,6.8,Pancreas,Pancreas,1150,154,735,BP-44460,RNA Extraction from Paxgene-derived Lysate Plate Based,10/08/2013,LCSET-4764,02/08/2014,TruSeq.v1,RNASEQ,,0.9812356,0,0.97713125,,0.98721194,0.8500269,,20442,1,,76,,0.003808334,90,0,67522965,0.022332564,226813,68397640,10917160,,20456,33458364,,,0,0.12710431,0.98721194,0.83915675,67522965,0.006933909,15330092,20538894,15375906,105,15480965,20021609,0.005361661,15599862,50.19127,0.003316094,0.9931882,,0,50.074604
