Assay_Type_s	AvgSpotLen_l	BioSample_s	Experiment_s	LibraryLayout_s	LibrarySelection_s	LibrarySource_s	LoadDate_s	MBases_l	MBytes_l	Organism_s	ReleaseDate_s	Run_s	SRA_Sample_s	Sample_Name_s	age_s	gender_s	genotype_s	source_name_s	strain_s	tissue_s	BioProject_s	Center_Name_s	Consent_s	InsertSize_l	Instrument_s	Platform_s	SRA_Study_s
OTHER	100	SAMN02213467	SRX314959	SINGLE	other	GENOMIC	2013-06-27	4768	3347	Mus musculus	2013-07-03	SRR921893	SRS452431	GSM1173794	E13	male and female	wild type	Frontal cortex from fetal mouse brain	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
OTHER	100	SAMN02213467	SRX314959	SINGLE	other	GENOMIC	2013-06-27	4768	3301	Mus musculus	2013-07-03	SRR921894	SRS452431	GSM1173794	E13	male and female	wild type	Frontal cortex from fetal mouse brain	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
OTHER	100	SAMN02213467	SRX314959	SINGLE	other	GENOMIC	2013-06-27	2054	1445	Mus musculus	2013-07-03	SRR921895	SRS452431	GSM1173794	E13	male and female	wild type	Frontal cortex from fetal mouse brain	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
OTHER	100	SAMN02213467	SRX314959	SINGLE	other	GENOMIC	2013-06-27	4768	3339	Mus musculus	2013-07-03	SRR921896	SRS452431	GSM1173794	E13	male and female	wild type	Frontal cortex from fetal mouse brain	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
OTHER	100	SAMN02213467	SRX314959	SINGLE	other	GENOMIC	2013-06-27	4768	3269	Mus musculus	2013-07-03	SRR921897	SRS452431	GSM1173794	E13	male and female	wild type	Frontal cortex from fetal mouse brain	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
OTHER	100	SAMN02213467	SRX314959	SINGLE	other	GENOMIC	2013-06-27	4768	3274	Mus musculus	2013-07-03	SRR921898	SRS452431	GSM1173794	E13	male and female	wild type	Frontal cortex from fetal mouse brain	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
OTHER	100	SAMN02213467	SRX314959	SINGLE	other	GENOMIC	2013-06-27	252	180	Mus musculus	2013-07-03	SRR921899	SRS452431	GSM1173794	E13	male and female	wild type	Frontal cortex from fetal mouse brain	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
OTHER	100	SAMN02213467	SRX314959	SINGLE	other	GENOMIC	2013-06-27	4768	3391	Mus musculus	2013-07-03	SRR921900	SRS452431	GSM1173794	E13	male and female	wild type	Frontal cortex from fetal mouse brain	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
OTHER	100	SAMN02213467	SRX314959	SINGLE	other	GENOMIC	2013-06-27	4768	3369	Mus musculus	2013-07-03	SRR921901	SRS452431	GSM1173794	E13	male and female	wild type	Frontal cortex from fetal mouse brain	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
OTHER	100	SAMN02213467	SRX314959	SINGLE	other	GENOMIC	2013-06-27	4768	3337	Mus musculus	2013-07-03	SRR921902	SRS452431	GSM1173794	E13	male and female	wild type	Frontal cortex from fetal mouse brain	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
OTHER	100	SAMN02213467	SRX314959	SINGLE	other	GENOMIC	2013-06-27	4768	3293	Mus musculus	2013-07-03	SRR921903	SRS452431	GSM1173794	E13	male and female	wild type	Frontal cortex from fetal mouse brain	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
OTHER	100	SAMN02213474	SRX314960	SINGLE	other	GENOMIC	2013-06-27	4768	3191	Mus musculus	2013-07-03	SRR921904	SRS452432	GSM1173795	6 weeks (P40)	male	wild type	Frontal cortex from 6 week old male mouse brain	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
OTHER	100	SAMN02213474	SRX314960	SINGLE	other	GENOMIC	2013-06-27	4768	3137	Mus musculus	2013-07-03	SRR921905	SRS452432	GSM1173795	6 weeks (P40)	male	wild type	Frontal cortex from 6 week old male mouse brain	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
OTHER	100	SAMN02213474	SRX314960	SINGLE	other	GENOMIC	2013-06-27	1087	728	Mus musculus	2013-07-03	SRR921906	SRS452432	GSM1173795	6 weeks (P40)	male	wild type	Frontal cortex from 6 week old male mouse brain	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
OTHER	100	SAMN02213474	SRX314960	SINGLE	other	GENOMIC	2013-06-27	4768	3209	Mus musculus	2013-07-03	SRR921907	SRS452432	GSM1173795	6 weeks (P40)	male	wild type	Frontal cortex from 6 week old male mouse brain	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
OTHER	100	SAMN02213474	SRX314960	SINGLE	other	GENOMIC	2013-06-27	4768	3153	Mus musculus	2013-07-03	SRR921908	SRS452432	GSM1173795	6 weeks (P40)	male	wild type	Frontal cortex from 6 week old male mouse brain	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
OTHER	100	SAMN02213474	SRX314960	SINGLE	other	GENOMIC	2013-06-27	4768	3114	Mus musculus	2013-07-03	SRR921909	SRS452432	GSM1173795	6 weeks (P40)	male	wild type	Frontal cortex from 6 week old male mouse brain	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
OTHER	100	SAMN02213474	SRX314960	SINGLE	other	GENOMIC	2013-06-27	702	472	Mus musculus	2013-07-03	SRR921910	SRS452432	GSM1173795	6 weeks (P40)	male	wild type	Frontal cortex from 6 week old male mouse brain	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
OTHER	100	SAMN02213474	SRX314960	SINGLE	other	GENOMIC	2013-06-27	4768	3119	Mus musculus	2013-07-03	SRR921911	SRS452432	GSM1173795	6 weeks (P40)	male	wild type	Frontal cortex from 6 week old male mouse brain	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
OTHER	100	SAMN02213474	SRX314960	SINGLE	other	GENOMIC	2013-06-27	4426	2868	Mus musculus	2013-07-03	SRR921912	SRS452432	GSM1173795	6 weeks (P40)	male	wild type	Frontal cortex from 6 week old male mouse brain	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
OTHER	100	SAMN02213474	SRX314960	SINGLE	other	GENOMIC	2013-06-27	4768	3252	Mus musculus	2013-07-03	SRR921913	SRS452432	GSM1173795	6 weeks (P40)	male	wild type	Frontal cortex from 6 week old male mouse brain	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
OTHER	100	SAMN02213474	SRX314960	SINGLE	other	GENOMIC	2013-06-27	4768	3192	Mus musculus	2013-07-03	SRR921914	SRS452432	GSM1173795	6 weeks (P40)	male	wild type	Frontal cortex from 6 week old male mouse brain	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
OTHER	100	SAMN02213474	SRX314960	SINGLE	other	GENOMIC	2013-06-27	4768	3155	Mus musculus	2013-07-03	SRR921915	SRS452432	GSM1173795	6 weeks (P40)	male	wild type	Frontal cortex from 6 week old male mouse brain	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
OTHER	100	SAMN02213474	SRX314960	SINGLE	other	GENOMIC	2013-06-27	1194	802	Mus musculus	2013-07-03	SRR921916	SRS452432	GSM1173795	6 weeks (P40)	male	wild type	Frontal cortex from 6 week old male mouse brain	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
OTHER	100	SAMN02213474	SRX314960	SINGLE	other	GENOMIC	2013-06-27	4768	3231	Mus musculus	2013-07-03	SRR921917	SRS452432	GSM1173795	6 weeks (P40)	male	wild type	Frontal cortex from 6 week old male mouse brain	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
OTHER	100	SAMN02213474	SRX314960	SINGLE	other	GENOMIC	2013-06-27	4768	3181	Mus musculus	2013-07-03	SRR921918	SRS452432	GSM1173795	6 weeks (P40)	male	wild type	Frontal cortex from 6 week old male mouse brain	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
OTHER	101	SAMN02213450	SRX314961	SINGLE	other	GENOMIC	2013-06-27	9632	6730	Mus musculus	2013-07-03	SRR921919	SRS452433	GSM1173796	E13	male and female	wild type	Frontal cortex from fetal mouse brain	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
OTHER	101	SAMN02213450	SRX314961	SINGLE	other	GENOMIC	2013-06-27	9632	6683	Mus musculus	2013-07-03	SRR921920	SRS452433	GSM1173796	E13	male and female	wild type	Frontal cortex from fetal mouse brain	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
OTHER	101	SAMN02213450	SRX314961	SINGLE	other	GENOMIC	2013-06-27	6019	4230	Mus musculus	2013-07-03	SRR921921	SRS452433	GSM1173796	E13	male and female	wild type	Frontal cortex from fetal mouse brain	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
OTHER	101	SAMN02213472	SRX314962	SINGLE	other	GENOMIC	2013-06-27	9632	6755	Mus musculus	2013-07-03	SRR921922	SRS452434	GSM1173797	E13	male and female	wild type	Frontal cortex from fetal mouse brain	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
OTHER	101	SAMN02213472	SRX314962	SINGLE	other	GENOMIC	2013-06-27	9632	6623	Mus musculus	2013-07-03	SRR921923	SRS452434	GSM1173797	E13	male and female	wild type	Frontal cortex from fetal mouse brain	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
OTHER	101	SAMN02213472	SRX314962	SINGLE	other	GENOMIC	2013-06-27	7997	5471	Mus musculus	2013-07-03	SRR921924	SRS452434	GSM1173797	E13	male and female	wild type	Frontal cortex from fetal mouse brain	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
OTHER	101	SAMN02213462	SRX314963	SINGLE	other	GENOMIC	2013-06-27	9632	6749	Mus musculus	2013-07-03	SRR921925	SRS452435	GSM1173798	10 weeks (P70)	male	wild type	Frontal cortex from 10 week old male mouse brain	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
OTHER	101	SAMN02213462	SRX314963	SINGLE	other	GENOMIC	2013-06-27	9632	6510	Mus musculus	2013-07-03	SRR921926	SRS452435	GSM1173798	10 weeks (P70)	male	wild type	Frontal cortex from 10 week old male mouse brain	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
OTHER	101	SAMN02213462	SRX314963	SINGLE	other	GENOMIC	2013-06-27	7975	5534	Mus musculus	2013-07-03	SRR921927	SRS452435	GSM1173798	10 weeks (P70)	male	wild type	Frontal cortex from 10 week old male mouse brain	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
OTHER	101	SAMN02213454	SRX314964	SINGLE	other	GENOMIC	2013-06-27	9387	5803	Mus musculus	2013-07-03	SRR921928	SRS452436	GSM1173799	10 weeks (P70)	male	wild type	Frontal cortex from 10 week old male mouse brain	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
OTHER	101	SAMN02213454	SRX314964	SINGLE	other	GENOMIC	2013-06-27	9632	6465	Mus musculus	2013-07-03	SRR921929	SRS452436	GSM1173799	10 weeks (P70)	male	wild type	Frontal cortex from 10 week old male mouse brain	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
OTHER	101	SAMN02213454	SRX314964	SINGLE	other	GENOMIC	2013-06-27	9632	6495	Mus musculus	2013-07-03	SRR921930	SRS452436	GSM1173799	10 weeks (P70)	male	wild type	Frontal cortex from 10 week old male mouse brain	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
OTHER	101	SAMN02213454	SRX314964	SINGLE	other	GENOMIC	2013-06-27	5457	3445	Mus musculus	2013-07-03	SRR921931	SRS452436	GSM1173799	10 weeks (P70)	male	wild type	Frontal cortex from 10 week old male mouse brain	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
OTHER	101	SAMN02213471	SRX314965	SINGLE	other	GENOMIC	2013-06-27	21365	15093	Mus musculus	2013-07-03	SRR921932	SRS452437	GSM1173800	E13	male and female	wild type	Frontal cortex from fetal mouse brain	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
OTHER	101	SAMN02213464	SRX314966	SINGLE	other	GENOMIC	2013-06-27	20452	14498	Mus musculus	2013-07-03	SRR921933	SRS452438	GSM1173801	6 weeks (P40)	male	wild type	Frontal cortex from 6 week old male mouse brain	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
RNA-Seq	200	SAMN02213455	SRX314967	PAIRED	cDNA	TRANSCRIPTOMIC	2013-06-27	16462	11390	Homo sapiens	2013-07-03	SRR921934	SRS452439	GSM1173802	35 days	male		Middle frontal gyrus from 35 day old male human brain (UMB_759)		brain (middle frontal gyrus)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
RNA-Seq	200	SAMN02213455	SRX314967	PAIRED	cDNA	TRANSCRIPTOMIC	2013-06-27	14314	10681	Homo sapiens	2013-07-03	SRR921935	SRS452439	GSM1173802	35 days	male		Middle frontal gyrus from 35 day old male human brain (UMB_759)		brain (middle frontal gyrus)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
RNA-Seq	200	SAMN02213469	SRX314968	PAIRED	cDNA	TRANSCRIPTOMIC	2013-06-27	16015	11059	Homo sapiens	2013-07-03	SRR921936	SRS452440	GSM1173803	2 years (1 yr 262 d)	male		Middle frontal gyrus from 2 year old male human brain (UMB_5180)		brain (middle frontal gyrus)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
RNA-Seq	200	SAMN02213469	SRX314968	PAIRED	cDNA	TRANSCRIPTOMIC	2013-06-27	14484	10806	Homo sapiens	2013-07-03	SRR921937	SRS452440	GSM1173803	2 years (1 yr 262 d)	male		Middle frontal gyrus from 2 year old male human brain (UMB_5180)		brain (middle frontal gyrus)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
RNA-Seq	200	SAMN02213470	SRX314969	PAIRED	cDNA	TRANSCRIPTOMIC	2013-06-27	16058	11142	Homo sapiens	2013-07-03	SRR921938	SRS452441	GSM1173804	5 years (4 yr 258 d)	male		Middle frontal gyrus from 5 year old male human brain (UMB_1185)		brain (middle frontal gyrus)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
RNA-Seq	200	SAMN02213470	SRX314969	PAIRED	cDNA	TRANSCRIPTOMIC	2013-06-27	15079	11265	Homo sapiens	2013-07-03	SRR921939	SRS452441	GSM1173804	5 years (4 yr 258 d)	male		Middle frontal gyrus from 5 year old male human brain (UMB_1185)		brain (middle frontal gyrus)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
RNA-Seq	200	SAMN02213457	SRX314970	PAIRED	cDNA	TRANSCRIPTOMIC	2013-06-27	16359	11294	Homo sapiens	2013-07-03	SRR921940	SRS452442	GSM1173805	12 years (11 yr 235 d)	male		Middle frontal gyrus from 12 year old male human brain (UMB_616)		brain (middle frontal gyrus)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
RNA-Seq	200	SAMN02213457	SRX314970	PAIRED	cDNA	TRANSCRIPTOMIC	2013-06-27	15115	11269	Homo sapiens	2013-07-03	SRR921941	SRS452442	GSM1173805	12 years (11 yr 235 d)	male		Middle frontal gyrus from 12 year old male human brain (UMB_616)		brain (middle frontal gyrus)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
RNA-Seq	200	SAMN02213477	SRX314971	PAIRED	cDNA	TRANSCRIPTOMIC	2013-06-27	16239	11219	Homo sapiens	2013-07-03	SRR921942	SRS452443	GSM1173806	16 years (16 yr 63 d)	male		Middle frontal gyrus from 16 year old male human brain (UMB_1158)		brain (middle frontal gyrus)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
RNA-Seq	200	SAMN02213477	SRX314971	PAIRED	cDNA	TRANSCRIPTOMIC	2013-06-27	14467	10782	Homo sapiens	2013-07-03	SRR921943	SRS452443	GSM1173806	16 years (16 yr 63 d)	male		Middle frontal gyrus from 16 year old male human brain (UMB_1158)		brain (middle frontal gyrus)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
RNA-Seq	200	SAMN02213475	SRX314972	PAIRED	cDNA	TRANSCRIPTOMIC	2013-06-27	16183	11216	Homo sapiens	2013-07-03	SRR921944	SRS452444	GSM1173807	25 years (25 yr 88 d)	male		Middle frontal gyrus from 25 year old male human brain (UMB_1829)		brain (middle frontal gyrus)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
RNA-Seq	200	SAMN02213475	SRX314972	PAIRED	cDNA	TRANSCRIPTOMIC	2013-06-27	15624	11655	Homo sapiens	2013-07-03	SRR921945	SRS452444	GSM1173807	25 years (25 yr 88 d)	male		Middle frontal gyrus from 25 year old male human brain (UMB_1829)		brain (middle frontal gyrus)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
RNA-Seq	101	SAMN02213461	SRX314973	SINGLE	cDNA	TRANSCRIPTOMIC	2013-06-27	4421	3012	Homo sapiens	2013-07-03	SRR921946	SRS452445	GSM1173808	53 years	female		Dorsal prefrontal cortex from 53 year old female human brain (UMB_579)		brain (dorsal prefrontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
RNA-Seq	101	SAMN02213461	SRX314973	SINGLE	cDNA	TRANSCRIPTOMIC	2013-06-27	4436	3034	Homo sapiens	2013-07-03	SRR921947	SRS452445	GSM1173808	53 years	female		Dorsal prefrontal cortex from 53 year old female human brain (UMB_579)		brain (dorsal prefrontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
RNA-Seq	101	SAMN02213461	SRX314973	SINGLE	cDNA	TRANSCRIPTOMIC	2013-06-27	5369	3734	Homo sapiens	2013-07-03	SRR921948	SRS452445	GSM1173808	53 years	female		Dorsal prefrontal cortex from 53 year old female human brain (UMB_579)		brain (dorsal prefrontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
RNA-Seq	101	SAMN02213461	SRX314973	SINGLE	cDNA	TRANSCRIPTOMIC	2013-06-27	3094	2300	Homo sapiens	2013-07-03	SRR921949	SRS452445	GSM1173808	53 years	female		Dorsal prefrontal cortex from 53 year old female human brain (UMB_579)		brain (dorsal prefrontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
RNA-Seq	101	SAMN02213479	SRX314974	SINGLE	cDNA	TRANSCRIPTOMIC	2013-06-27	3714	2612	Mus musculus	2013-07-03	SRR921950	SRS452447	GSM1173809	E11	male and female	wild type	Frontal cortex from fetal mouse brain, biological replicate 1	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
RNA-Seq	101	SAMN02213479	SRX314974	SINGLE	cDNA	TRANSCRIPTOMIC	2013-06-27	3314	2289	Mus musculus	2013-07-03	SRR921951	SRS452447	GSM1173809	E11	male and female	wild type	Frontal cortex from fetal mouse brain, biological replicate 1	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
RNA-Seq	101	SAMN02213479	SRX314974	SINGLE	cDNA	TRANSCRIPTOMIC	2013-06-27	3734	2634	Mus musculus	2013-07-03	SRR921952	SRS452447	GSM1173809	E11	male and female	wild type	Frontal cortex from fetal mouse brain, biological replicate 1	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
RNA-Seq	101	SAMN02213479	SRX314974	SINGLE	cDNA	TRANSCRIPTOMIC	2013-06-27	2930	2054	Mus musculus	2013-07-03	SRR921953	SRS452447	GSM1173809	E11	male and female	wild type	Frontal cortex from fetal mouse brain, biological replicate 1	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
RNA-Seq	101	SAMN02213479	SRX314974	SINGLE	cDNA	TRANSCRIPTOMIC	2013-06-27	2299	1563	Mus musculus	2013-07-03	SRR921954	SRS452447	GSM1173809	E11	male and female	wild type	Frontal cortex from fetal mouse brain, biological replicate 1	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
RNA-Seq	100	SAMN02213476	SRX314975	SINGLE	cDNA	TRANSCRIPTOMIC	2013-06-27	1584	1128	Mus musculus	2013-07-03	SRR921955	SRS452446	GSM1173810	E13	male and female	wild type	Frontal cortex from fetal mouse brain, biological replicate 2	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
RNA-Seq	100	SAMN02213476	SRX314975	SINGLE	cDNA	TRANSCRIPTOMIC	2013-06-27	1574	1117	Mus musculus	2013-07-03	SRR921956	SRS452446	GSM1173810	E13	male and female	wild type	Frontal cortex from fetal mouse brain, biological replicate 2	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
RNA-Seq	100	SAMN02213476	SRX314975	SINGLE	cDNA	TRANSCRIPTOMIC	2013-06-27	1499	1071	Mus musculus	2013-07-03	SRR921957	SRS452446	GSM1173810	E13	male and female	wild type	Frontal cortex from fetal mouse brain, biological replicate 2	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
RNA-Seq	100	SAMN02213476	SRX314975	SINGLE	cDNA	TRANSCRIPTOMIC	2013-06-27	1534	1091	Mus musculus	2013-07-03	SRR921958	SRS452446	GSM1173810	E13	male and female	wild type	Frontal cortex from fetal mouse brain, biological replicate 2	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
RNA-Seq	100	SAMN02213466	SRX314976	SINGLE	cDNA	TRANSCRIPTOMIC	2013-06-27	1744	1244	Mus musculus	2013-07-03	SRR921959	SRS452448	GSM1173811	1 week (P5)	male	wild type	Frontal cortex from 1 week old male mouse brain, biological replicate 1, technical replicate a	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
RNA-Seq	100	SAMN02213466	SRX314976	SINGLE	cDNA	TRANSCRIPTOMIC	2013-06-27	1752	1247	Mus musculus	2013-07-03	SRR921960	SRS452448	GSM1173811	1 week (P5)	male	wild type	Frontal cortex from 1 week old male mouse brain, biological replicate 1, technical replicate a	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
RNA-Seq	100	SAMN02213466	SRX314976	SINGLE	cDNA	TRANSCRIPTOMIC	2013-06-27	1649	1181	Mus musculus	2013-07-03	SRR921961	SRS452448	GSM1173811	1 week (P5)	male	wild type	Frontal cortex from 1 week old male mouse brain, biological replicate 1, technical replicate a	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
RNA-Seq	100	SAMN02213466	SRX314976	SINGLE	cDNA	TRANSCRIPTOMIC	2013-06-27	1697	1210	Mus musculus	2013-07-03	SRR921962	SRS452448	GSM1173811	1 week (P5)	male	wild type	Frontal cortex from 1 week old male mouse brain, biological replicate 1, technical replicate a	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
RNA-Seq	100	SAMN02213478	SRX314977	SINGLE	cDNA	TRANSCRIPTOMIC	2013-06-27	5760	4157	Mus musculus	2013-07-03	SRR921963	SRS452449	GSM1173812	1 week (P5)	male	wild type	Frontal cortex from 1 week old male mouse brain, biological replicate 1, technical replicate b	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
RNA-Seq	100	SAMN02213473	SRX314978	SINGLE	cDNA	TRANSCRIPTOMIC	2013-06-27	6699	4846	Mus musculus	2013-07-03	SRR921964	SRS452450	GSM1173813	1 week (P5)	male	wild type	Frontal cortex from 1 week old male mouse brain, biological replicate 2	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
RNA-Seq	100	SAMN02213468	SRX314979	SINGLE	cDNA	TRANSCRIPTOMIC	2013-06-27	6514	4728	Mus musculus	2013-07-03	SRR921965	SRS452451	GSM1173814	1 week (P5)	male	wild type	Frontal cortex from 1 week old male mouse brain, biological replicate 3	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
RNA-Seq	101	SAMN02213504	SRX314980	SINGLE	cDNA	TRANSCRIPTOMIC	2013-06-27	3238	2275	Mus musculus	2013-07-03	SRR921966	SRS452452	GSM1173815	2 weeks (P13)	male	wild type	Frontal cortex from 2 week old male mouse brain, biological replicate 1, technical replicate a	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
